customer_id,trans_date,tran_amount
CS5114,18-Jul-12,64
CS5114,29-Mar-12,61
CS5115,20-Jan-15,50
CS5115,14-Mar-13,62
CS5115,23-Sep-14,50
CS5115,03-Sep-13,54
CS5115,14-Apr-13,42
CS5115,01-Aug-12,94
CS5115,16-Dec-14,67
CS5115,26-Sep-13,52
CS5115,17-Aug-13,61
CS5115,22-May-14,94
CS5115,18-Nov-14,92
CS5115,27-Dec-14,50
CS5115,30-Jul-13,43
CS5115,22-Nov-13,53
CS5115,03-Aug-11,64
CS5115,08-Nov-14,76
CS5115,09-Sep-14,63
CS5115,18-Jul-12,36
CS5115,18-May-12,47
CS5115,08-May-14,53
CS5115,17-Jan-14,48
CS5115,30-Jul-11,47
CS5116,01-Apr-12,77
CS5116,19-Jan-15,59
CS5116,15-Dec-13,86
CS5116,17-Jul-14,105
CS5116,14-Apr-13,47
CS5116,17-Jan-12,63
CS5116,02-Jun-14,49
CS5116,04-Jun-13,72
CS5116,06-Aug-14,45
CS5116,30-Nov-13,102
CS5116,31-Oct-13,76
CS5116,14-Jul-13,84
CS5116,12-Aug-13,52
CS5116,29-Sep-11,39
CS5116,05-Sep-14,70
CS5116,28-Aug-13,67
CS5116,20-Feb-13,77
CS5116,20-Nov-13,72
CS5116,25-May-11,104
CS5116,07-Jul-13,62
CS5117,18-Mar-14,54
CS5117,15-Dec-14,54
CS5117,27-Nov-12,92
CS5117,07-Jan-14,99
CS5117,06-Oct-14,77
CS5117,29-Nov-12,66
CS5117,08-Jan-14,66
CS5117,29-Jun-13,36
CS5117,31-Dec-14,105
CS5117,23-Mar-13,74
CS5117,02-Dec-13,51
CS5117,26-Feb-13,100
CS5117,25-Sep-14,103
CS5117,04-Jun-14,53
CS5117,14-Sep-11,61
CS5117,02-Feb-15,43
CS5117,19-Aug-12,44
CS5117,26-Oct-13,96
CS5117,04-Feb-15,58
CS5118,26-Feb-12,65
CS5118,03-Oct-14,72
CS5118,14-Jul-12,47
CS5118,28-Mar-12,52
CS5118,17-Jul-14,63
CS5118,08-Mar-12,66
CS5118,21-Oct-14,95
CS5118,04-Jan-13,98
CS5118,17-May-11,39
CS5118,02-Apr-14,51
CS5118,09-Feb-15,36
CS5118,28-Dec-13,59
CS5118,14-Dec-11,56
CS5118,26-Dec-11,39
CS5118,15-Oct-11,99
CS5118,30-Mar-12,91
CS5118,17-Mar-12,101
CS5118,23-May-12,58
CS5118,15-Sep-13,95
CS5118,03-Feb-12,49
CS5118,11-Oct-11,71
CS5118,01-Feb-14,53
CS5118,24-Sep-12,82
CS5118,15-Jul-12,70
CS5118,09-Sep-13,94
CS5118,28-Mar-12,63
CS5119,25-Apr-14,57
CS5119,23-Aug-11,93
CS5119,06-Feb-14,65
CS5119,27-Jan-13,56
CS5119,29-Apr-14,56
CS5119,02-Feb-12,43
CS5119,19-Sep-12,100
CS5119,25-Jan-13,105
CS5119,07-Apr-13,53
CS5119,22-Aug-14,100
CS5119,15-Aug-12,59
CS5119,19-Feb-14,93
CS5119,05-Feb-13,74
CS5119,17-Apr-14,102
CS5119,24-Jun-13,87
CS5119,04-Nov-12,87
CS5119,05-Jul-12,89
CS5120,20-Sep-13,41
CS5120,30-Jul-11,36
CS5120,08-May-13,65
CS5120,17-Apr-13,43
CS5120,16-Jun-11,103
CS5120,23-Nov-11,56
CS5120,20-Apr-14,66
CS5120,03-Jul-14,97
CS5120,22-Feb-15,62
CS5120,08-Jun-14,91
CS5120,11-Jul-11,48
CS5120,19-May-11,102
CS5120,21-Sep-14,89
CS5120,20-Mar-13,92
CS5120,23-May-13,103
CS5120,23-Oct-12,102
CS5121,08-Feb-15,69
CS5121,06-Aug-14,104
CS5121,06-Sep-12,56
CS5121,20-Mar-12,97
CS5121,13-Jul-13,69
CS5121,05-Jul-12,89
CS5121,13-Jan-14,80
CS5121,31-Jul-13,63
CS5121,23-Mar-12,49
CS5121,14-Feb-15,105
CS5121,07-Nov-12,40
CS5121,22-Jan-14,105
CS5121,19-Jul-14,97
CS5121,05-Dec-11,40
CS5121,20-May-14,56
CS5121,11-Feb-12,56
CS5122,07-Jan-13,59
CS5122,12-Aug-12,103
CS5122,11-Oct-11,75
CS5122,29-Oct-13,52
CS5122,28-Mar-14,104
CS5122,29-Aug-11,49
CS5122,30-Nov-11,48
CS5122,30-Apr-14,47
CS5122,23-Dec-14,86
CS5122,04-Jul-11,63
CS5122,27-Jul-13,58
CS5122,04-Aug-14,60
CS5122,13-Nov-11,86
CS5122,01-Aug-14,44
CS5122,22-Jan-15,43
CS5122,27-Jan-14,48
CS5122,27-Dec-13,61
CS5122,23-Jan-12,69
CS5122,08-Apr-12,84
CS5122,26-Feb-13,46
CS5122,05-Jun-11,68
CS5122,29-Dec-11,88
CS5122,07-Dec-11,72
CS5123,22-Jun-13,53
CS5123,29-Jan-12,66
CS5123,02-Feb-13,74
CS5123,12-May-12,42
CS5123,09-Aug-13,104
CS5123,08-Dec-12,69
CS5123,29-Sep-12,86
CS5123,30-Oct-13,59
CS5123,12-May-13,62
CS5123,21-Dec-13,92
CS5123,30-Aug-12,62
CS5123,02-Nov-11,47
CS5123,31-Aug-12,64
CS5123,11-Dec-11,73
CS5123,10-Feb-14,94
CS5124,21-Jul-13,87
CS5124,04-Sep-13,56
CS5124,16-Oct-11,93
CS5124,14-Jul-14,74
CS5124,19-Dec-13,96
CS5124,20-Dec-11,36
CS5124,21-Jan-14,60
CS5124,22-Jun-12,44
CS5124,25-May-13,82
CS5124,17-Mar-13,37
CS5124,22-Oct-12,102
CS5124,04-Mar-14,54
CS5124,16-Dec-14,38
CS5124,29-Oct-11,45
CS5124,11-May-14,66
CS5124,14-Aug-12,53
CS5124,04-Jun-11,72
CS5124,19-Jan-14,88
CS5124,01-Sep-13,79
CS5124,06-Aug-12,77
CS5124,10-Oct-14,95
CS5124,11-Aug-14,75
CS5124,19-May-11,69
CS5124,17-Sep-13,76
CS5124,28-Jul-14,92
CS5124,23-Mar-12,46
CS5124,12-Dec-13,97
CS5124,28-Jun-11,84
CS5125,15-Dec-14,61
CS5125,16-Jul-13,37
CS5125,13-Oct-13,44
CS5125,10-Jun-11,55
CS5125,05-Jul-14,62
CS5125,28-Apr-13,84
CS5125,10-Oct-14,55
CS5125,12-Jan-13,83
CS5125,24-Jul-13,63
CS5125,05-Jan-13,55
CS5125,04-Mar-15,43
CS5125,13-Feb-13,101
CS5125,20-Mar-14,68
CS5125,10-May-12,99
CS5125,18-May-11,72
CS5125,16-Sep-13,77
CS5125,01-Dec-12,104
CS5125,06-Aug-13,36
CS5125,08-Jul-11,35
CS5125,20-Jan-14,85
CS5126,22-Dec-12,49
CS5126,13-Jun-13,84
CS5126,26-Feb-15,49
CS5126,08-Jul-11,41
CS5126,01-Jun-13,61
CS5126,13-Jan-13,52
CS5126,28-Dec-11,82
CS5126,21-May-13,35
CS5126,15-Mar-12,81
CS5126,20-Feb-15,63
CS5126,23-Jan-12,54
CS5126,22-Aug-14,82
CS5126,09-Dec-13,36
CS5126,06-Jun-13,73
CS5126,27-Jan-15,60
CS5126,15-Jun-11,36
CS5126,23-Jan-13,70
CS5126,30-May-12,98
CS5126,02-Dec-13,92
CS5126,26-Apr-12,92
CS5126,29-Apr-12,74
CS5126,08-Feb-14,87
CS5126,20-Jan-14,62
CS5126,09-Jun-12,75
CS5126,20-Nov-13,66
CS5127,21-Jan-12,102
CS5127,07-Mar-14,96
CS5127,26-Nov-14,97
CS5127,14-Aug-12,41
CS5127,07-Jun-14,101
CS5127,05-Jun-11,86
CS5127,01-Jun-13,89
CS5127,12-Dec-13,56
CS5127,08-Feb-14,102
CS5127,01-Feb-14,53
CS5127,27-May-12,39
CS5127,30-Sep-14,94
CS5127,31-Jan-14,75
CS5127,06-Dec-11,102
CS5127,14-May-12,75
CS5128,26-Jan-12,88
CS5128,27-Jul-11,45
CS5128,11-Jul-14,96
CS5128,21-Dec-11,87
CS5128,09-Jul-13,65
CS5128,18-Mar-14,87
CS5128,20-Mar-12,53
CS5128,18-Sep-13,63
CS5128,30-Sep-13,38
CS5128,20-Feb-13,63
CS5128,08-Dec-13,97
CS5128,02-May-14,35
CS5128,04-Jan-14,93
CS5128,13-Dec-12,101
CS5128,05-Oct-13,46
CS5128,09-Dec-13,68
CS5128,22-Jan-12,78
CS5128,26-Nov-14,99
CS5128,18-Feb-13,90
CS5128,19-Oct-11,82
CS5128,15-Dec-14,53
CS5128,12-Dec-14,51
CS5128,01-Mar-12,56
CS5128,11-Sep-11,37
CS5128,18-Jul-12,57
CS5128,04-Feb-12,54
CS5128,21-May-13,74
CS5129,21-Jun-11,102
CS5129,02-Jan-12,85
CS5129,30-May-13,77
CS5129,02-Sep-11,67
CS5129,19-Sep-13,66
CS5129,07-May-13,57
CS5129,28-Mar-13,74
CS5129,07-Mar-13,99
CS5129,05-May-12,57
CS5129,06-Aug-11,42
CS5129,22-Jul-12,44
CS5129,21-Mar-12,47
CS5129,18-Oct-12,40
CS5129,08-Nov-13,82
CS5129,13-Nov-11,35
CS5129,28-Feb-14,69
CS5129,29-Jan-12,66
CS5129,10-Dec-14,84
CS5129,30-Mar-12,63
CS5129,12-Apr-13,52
CS5129,19-May-12,68
CS5129,02-Jan-13,74
CS5129,07-Apr-13,46
CS5129,18-Mar-13,71
CS5130,27-Aug-13,73
CS5130,03-Nov-13,49
CS5130,30-Oct-14,59
CS5130,19-Jul-14,76
CS5130,11-Nov-12,104
CS5130,25-Jun-13,53
CS5130,17-Sep-11,55
CS5130,07-Jul-12,71
CS5130,01-Jun-11,51
CS5130,18-Dec-12,59
CS5130,28-Dec-12,95
CS5130,03-Jul-12,77
CS5130,16-Aug-11,56
CS5130,19-May-14,72
CS5130,02-Dec-14,50
CS5130,14-Apr-13,45
CS5130,15-Jun-14,92
CS5130,19-Dec-11,50
CS5130,11-Nov-12,37
CS5130,30-Apr-14,84
CS5130,11-Jan-14,84
CS5130,11-Feb-12,90
CS5130,29-Dec-14,47
CS5130,01-Aug-12,41
CS5130,05-May-13,96
CS5131,06-Apr-13,91
CS5131,23-Jul-12,44
CS5131,13-Mar-12,105
CS5131,25-Apr-13,97
CS5131,18-May-12,87
CS5131,18-Nov-13,94
CS5131,26-Aug-12,41
CS5131,05-Jun-12,39
CS5131,16-Sep-14,73
CS5131,20-Aug-12,93
CS5131,16-Oct-14,79
CS5131,19-Aug-13,82
CS5131,06-Nov-12,41
CS5131,30-Dec-12,38
CS5131,27-Aug-12,78
CS5131,31-Jul-14,92
CS5131,09-Jul-14,83
CS5131,27-Aug-12,99
CS5131,25-Apr-14,42
CS5131,22-Sep-12,61
CS5131,22-May-13,59
CS5131,18-Jan-14,52
CS5131,01-Jun-11,96
CS5131,14-Nov-12,35
CS5131,08-Nov-14,82
CS5131,05-Jan-12,64
CS5131,12-Jul-11,69
CS5131,08-Jul-12,89
CS5131,17-Feb-13,78
CS5132,14-Sep-11,74
CS5132,15-Feb-15,90
CS5132,16-Mar-12,65
CS5132,03-Aug-12,72
CS5132,14-Aug-13,96
CS5132,08-Mar-13,50
CS5132,22-Dec-11,53
CS5132,29-Sep-13,43
CS5132,25-Feb-13,57
CS5132,15-May-12,77
CS5132,01-Dec-13,42
CS5132,08-Nov-12,99
CS5132,15-Dec-12,92
CS5132,29-Sep-14,72
CS5132,04-Apr-14,43
CS5132,04-Aug-11,70
CS5132,23-Nov-12,84
CS5132,25-Aug-12,84
CS5132,28-Jun-14,101
CS5132,16-Feb-12,48
CS5132,20-Oct-13,90
CS5132,28-Jun-14,66
CS5133,21-Mar-13,41
CS5133,19-May-11,89
CS5133,08-Mar-13,64
CS5133,05-Sep-13,89
CS5133,01-Jun-14,86
CS5133,20-Mar-13,104
CS5133,27-Oct-12,56
CS5133,08-Jun-11,103
CS5133,18-Feb-13,95
CS5133,08-Dec-13,94
CS5133,18-Mar-13,66
CS5133,01-Apr-14,56
CS5133,25-Dec-11,74
CS5133,03-Jul-13,44
CS5133,16-May-14,101
CS5133,08-Feb-15,99
CS5133,27-Jun-13,95
CS5133,18-Oct-11,72
CS5134,24-Oct-11,58
CS5134,01-Oct-14,96
CS5134,03-Jan-14,39
CS5134,25-Sep-13,58
CS5134,16-Dec-13,36
CS5134,09-Dec-11,48
CS5134,10-Aug-11,39
CS5134,15-Apr-14,37
CS5134,09-Jan-15,68
CS5134,03-Aug-13,58
CS5134,12-Feb-12,37
CS5134,21-Feb-12,59
CS5134,03-Dec-12,61
CS5134,08-Feb-13,61
CS5134,16-Oct-12,87
CS5134,08-Oct-13,100
CS5135,26-Jul-11,68
CS5135,13-Feb-15,70
CS5135,18-Feb-14,47
CS5135,09-Aug-11,81
CS5135,07-Sep-12,76
CS5135,18-Oct-13,36
CS5135,27-Dec-11,65
CS5135,17-May-13,44
CS5135,28-Jan-12,92
CS5135,03-Aug-12,49
CS5135,07-Nov-13,84
CS5135,05-Oct-13,68
CS5135,18-May-11,56
CS5135,04-Feb-13,56
CS5135,28-Oct-11,36
CS5135,12-Dec-12,83
CS5135,18-Aug-14,36
CS5135,18-Feb-13,91
CS5135,06-Nov-11,88
CS5135,10-Nov-11,97
CS5135,14-Apr-12,47
CS5135,10-Apr-14,65
CS5135,03-Feb-12,90
CS5136,29-May-11,79
CS5136,17-Jun-13,64
CS5136,30-Nov-13,78
CS5136,04-Oct-11,100
CS5136,02-Jun-12,71
CS5136,03-Oct-11,76
CS5136,25-Jan-13,59
CS5136,05-Aug-12,94
CS5136,20-Aug-13,71
CS5136,31-Mar-14,37
CS5136,16-Oct-11,38
CS5136,14-Feb-14,84
CS5136,25-Jan-12,85
CS5136,01-Feb-15,59
CS5136,25-Dec-13,60
CS5136,08-May-14,91
CS5136,01-Dec-14,85
CS5136,01-Apr-13,95
CS5136,04-Jan-14,69
CS5136,31-Oct-13,104
CS5136,24-Jun-14,105
CS5136,21-Jul-11,39
CS5137,12-Sep-13,70
CS5137,26-Sep-14,87
CS5137,06-Nov-14,96
CS5137,26-Sep-14,49
CS5137,25-Jan-14,64
CS5137,05-Jun-12,60
CS5137,05-Feb-13,76
CS5137,06-Jun-14,69
CS5137,25-Jul-12,94
CS5137,30-Oct-11,80
CS5137,20-Oct-11,59
CS5137,29-Sep-13,70
CS5137,13-Apr-13,41
CS5137,16-Feb-13,100
CS5137,04-Apr-12,45
CS5137,23-Jul-14,86
CS5137,26-Aug-14,104
CS5137,02-Nov-12,86
CS5137,08-Jul-14,83
CS5137,15-Apr-12,36
CS5137,22-Dec-11,74
CS5138,23-Feb-13,87
CS5138,27-Jan-15,102
CS5138,15-May-12,84
CS5138,02-Dec-12,38
CS5138,23-Apr-14,94
CS5138,19-Jul-13,57
CS5138,19-Nov-11,85
CS5138,26-Jul-13,68
CS5138,28-Nov-12,81
CS5138,19-Dec-11,105
CS5138,25-Nov-12,64
CS5138,07-May-12,59
CS5138,05-Mar-15,36
CS5138,26-Nov-13,65
CS5138,04-Nov-12,52
CS5138,23-Jul-13,66
CS5138,23-Sep-14,103
CS5138,29-Nov-14,41
CS5138,22-Nov-11,65
CS5139,26-Aug-14,78
CS5139,12-Dec-14,91
CS5139,08-Dec-11,102
CS5139,06-Jul-13,77
CS5139,07-Sep-11,42
CS5139,25-Oct-13,52
CS5139,18-May-14,77
CS5139,19-Aug-14,47
CS5139,10-Sep-11,49
CS5139,09-Feb-12,37
CS5139,20-Aug-11,105
CS5139,16-Jun-14,53
CS5139,10-Aug-12,63
CS5139,13-Jul-11,97
CS5139,29-Jun-11,57
CS5139,28-Nov-12,68
CS5139,23-Dec-14,95
CS5139,03-Mar-12,71
CS5139,28-Oct-14,60
CS5139,25-Feb-12,57
CS5139,27-Feb-12,45
CS5139,28-Apr-13,70
CS5140,11-Jul-14,97
CS5140,22-Dec-14,74
CS5140,05-May-14,63
CS5140,08-Dec-11,67
CS5140,19-May-14,44
CS5140,23-Nov-14,97
CS5140,03-Jul-13,82
CS5140,21-Jul-13,67
CS5140,12-Aug-12,57
CS5140,27-Dec-12,73
CS5140,09-Jul-13,99
CS5140,14-Jul-14,65
CS5140,17-Oct-14,43
CS5140,14-Jan-13,97
CS5140,19-Jul-14,95
CS5140,08-Jul-13,68
CS5140,25-May-12,73
CS5140,19-Dec-13,51
CS5140,14-Apr-13,45
CS5140,10-Mar-13,68
CS5140,12-Sep-12,103
CS5140,18-Sep-14,48
CS5140,12-Jun-13,71
CS5141,03-Dec-11,71
CS5141,20-Dec-14,88
CS5141,21-Oct-11,43
CS5141,02-Oct-14,74
CS5141,12-Nov-11,35
CS5141,27-Aug-14,83
CS5141,30-Oct-12,37
CS5141,29-Apr-13,48
CS5141,23-Oct-11,94
CS5141,08-Aug-12,51
CS5141,25-Nov-13,69
CS5141,18-Mar-14,86
CS5141,13-Dec-13,43
CS5141,14-Jul-14,52
CS5141,14-Dec-12,92
CS5141,23-Dec-14,105
CS5141,05-Jun-12,65
CS5141,11-Apr-12,67
CS5141,23-Oct-12,88
CS5141,11-Aug-14,74
CS5141,26-Jul-13,50
CS5141,23-Dec-11,50
CS5141,19-Mar-12,71
CS5141,10-Jul-13,103
CS5141,26-Oct-14,43
CS5141,11-Feb-14,95
CS5141,26-May-11,83
CS5141,27-Apr-12,41
CS5141,29-Jun-11,89
CS5142,25-Nov-12,64
CS5142,13-Feb-12,70
CS5142,15-Oct-12,36
CS5142,29-Nov-13,54
CS5142,11-Sep-14,50
CS5142,24-Sep-12,77
CS5142,08-Mar-15,88
CS5142,19-Jul-11,97
CS5142,05-Oct-13,57
CS5142,22-May-11,81
CS5142,24-Jun-12,84
CS5142,15-Feb-12,53
CS5142,19-Dec-13,52
CS5142,18-Feb-12,78
CS5142,17-May-11,36
CS5142,31-Dec-12,67
CS5142,28-Jun-12,84
CS5142,19-Oct-13,97
CS5142,11-May-14,98
CS5143,17-Jun-13,80
CS5143,26-Jul-14,79
CS5143,23-Jul-12,82
CS5143,07-Feb-14,89
CS5143,18-Jul-12,99
CS5143,27-Sep-12,88
CS5143,02-Jun-13,53
CS5143,28-Dec-11,43
CS5143,18-Nov-11,101
CS5143,06-Dec-14,71
CS5143,23-Dec-12,52
CS5143,14-Jan-12,96
CS5143,07-Feb-12,99
CS5143,17-Jun-12,53
CS5143,27-Dec-13,36
CS5143,04-Nov-13,53
CS5143,01-May-14,36
CS5143,17-Apr-14,69
CS5143,11-Feb-15,94
CS5143,18-Oct-13,50
CS5143,23-May-12,80
CS5143,30-May-13,86
CS5143,11-Apr-13,53
CS5144,15-Feb-13,74
CS5144,12-Feb-13,57
CS5144,09-Feb-13,50
CS5144,30-Nov-11,79
CS5144,27-Dec-11,36
CS5144,09-Nov-13,85
CS5144,23-Mar-12,41
CS5144,26-Jul-13,36
CS5144,16-Aug-14,96
CS5144,11-May-12,58
CS5144,10-Oct-14,79
CS5144,21-Nov-12,58
CS5144,28-Jun-11,100
CS5144,31-Oct-12,75
CS5145,09-Nov-11,80
CS5145,20-Dec-13,44
CS5145,17-Nov-14,53
CS5145,02-Jul-11,82
CS5145,29-Jan-12,41
CS5145,31-Dec-14,65
CS5145,18-Aug-12,72
CS5145,21-Sep-12,58
CS5145,03-Aug-11,69
CS5145,21-Oct-11,95
CS5145,04-Sep-11,95
CS5145,01-Dec-13,72
CS5145,22-Jun-13,86
CS5145,08-Sep-12,52
CS5145,19-Sep-12,62
CS5145,25-May-13,58
CS5145,20-Jun-14,97
CS5145,10-Dec-13,43
CS5145,25-May-14,47
CS5145,29-Nov-14,99
CS5146,13-Jan-14,54
CS5146,20-Oct-11,104
CS5146,30-Jun-14,99
CS5146,19-Dec-14,86
CS5146,13-Jul-11,102
CS5146,07-Jul-11,79
CS5146,06-Jul-11,90
CS5146,19-Sep-14,40
CS5146,24-Jul-12,104
CS5146,19-May-12,61
CS5146,30-Nov-12,42
CS5146,01-Jan-12,42
CS5146,12-Jan-14,37
CS5146,28-Oct-14,73
CS5146,30-May-14,82
CS5146,16-Nov-14,98
CS5146,21-Aug-13,53
CS5147,29-Apr-13,72
CS5147,19-Oct-14,82
CS5147,23-Jun-14,64
CS5147,09-Sep-12,64
CS5147,10-Oct-14,60
CS5147,22-Dec-13,37
CS5147,19-Jan-13,50
CS5147,16-Jul-13,65
CS5147,10-Aug-11,105
CS5147,06-Jul-13,35
CS5147,22-Sep-13,36
CS5147,26-Mar-14,86
CS5147,01-May-14,88
CS5147,05-Sep-12,49
CS5147,26-Dec-13,77
CS5147,09-Feb-15,74
CS5147,20-Feb-13,64
CS5147,28-Oct-13,89
CS5148,19-Nov-12,72
CS5148,21-Feb-12,58
CS5148,28-Mar-13,62
CS5148,29-Nov-14,85
CS5148,04-Jul-12,45
CS5148,02-Aug-14,104
CS5148,21-May-11,58
CS5148,05-May-13,36
CS5148,26-Feb-14,36
CS5148,28-Nov-13,53
CS5148,03-Oct-12,40
CS5148,27-Jun-13,49
CS5148,30-Jun-11,90
CS5148,06-Aug-11,71
CS5148,11-Apr-13,48
CS5148,15-Feb-12,62
CS5148,07-Jan-12,82
CS5148,28-Sep-12,70
CS5148,23-May-11,84
CS5148,10-Feb-13,93
CS5148,08-Nov-14,41
CS5148,01-Jul-12,55
CS5148,25-Dec-14,88
CS5148,02-Jun-12,77
CS5148,19-Sep-12,88
CS5148,19-Aug-14,79
CS5149,10-Jan-14,97
CS5149,14-Nov-14,70
CS5149,26-Sep-11,48
CS5149,07-Oct-12,93
CS5149,03-Oct-14,74
CS5149,07-Oct-11,58
CS5149,02-Mar-12,49
CS5149,08-Jun-14,84
CS5149,24-Aug-13,45
CS5149,11-Aug-11,49
CS5149,10-Oct-14,49
CS5149,14-May-12,82
CS5149,16-Jan-13,89
CS5150,13-Sep-14,86
CS5150,14-Apr-13,96
CS5150,24-Jun-14,74
CS5150,08-Mar-13,54
CS5150,29-Sep-11,103
CS5150,11-Jan-15,74
CS5150,18-Mar-12,82
CS5150,04-Dec-14,70
CS5150,25-Jun-14,41
CS5150,16-Sep-13,51
CS5150,27-Mar-12,91
CS5151,11-Jan-14,40
CS5151,11-Jul-13,79
CS5151,19-Jul-11,60
CS5151,05-Nov-12,98
CS5151,03-Dec-14,44
CS5151,17-Dec-13,101
CS5151,07-Jan-13,86
CS5151,29-Aug-11,52
CS5151,30-Jan-13,49
CS5151,18-Jul-13,39
CS5151,20-Oct-12,62
CS5151,22-May-11,64
CS5151,20-Jul-11,50
CS5151,15-Aug-13,38
CS5151,11-Apr-14,40
CS5151,23-May-13,101
CS5151,02-Jun-14,77
CS5151,22-May-13,71
CS5152,30-Mar-14,53
CS5152,25-Mar-13,46
CS5152,23-May-13,80
CS5152,04-Nov-14,84
CS5152,02-Feb-13,36
CS5152,10-Sep-12,71
CS5152,14-Jul-12,46
CS5152,14-Jul-11,94
CS5152,17-May-13,45
CS5152,11-Nov-12,102
CS5152,31-Jul-11,83
CS5152,13-Mar-12,99
CS5153,04-May-13,73
CS5153,13-Mar-13,68
CS5153,30-Sep-11,83
CS5153,18-Oct-12,59
CS5153,23-Aug-14,44
CS5153,02-Jul-12,51
CS5153,04-Dec-12,91
CS5153,29-Sep-13,73
CS5153,31-Jan-12,76
CS5153,28-Sep-12,60
CS5153,30-Dec-14,87
CS5153,11-Jul-14,64
CS5153,08-Jan-15,67
CS5153,01-Mar-14,54
CS5153,03-Mar-13,92
CS5153,14-Feb-14,40
CS5153,04-Mar-13,99
CS5153,10-Jan-12,98
CS5153,22-Jun-13,89
CS5153,23-Jan-13,41
CS5153,03-Jun-12,97
CS5154,05-Aug-12,78
CS5154,20-Jan-14,48
CS5154,09-Mar-15,42
CS5154,19-Sep-14,47
CS5154,06-Jan-14,78
CS5154,24-Jul-12,96
CS5154,23-Apr-13,50
CS5154,25-Feb-15,35
CS5154,10-Dec-14,78
CS5154,29-Jan-14,67
CS5154,23-Mar-12,72
CS5154,15-Jun-11,68
CS5154,14-May-13,96
CS5154,30-Oct-14,48
CS5154,15-Oct-14,40
CS5154,24-Oct-11,54
CS5154,19-Mar-14,61
CS5154,18-Dec-13,71
CS5154,18-Mar-13,41
CS5154,18-Sep-14,99
CS5154,04-Sep-14,35
CS5154,13-Nov-12,99
CS5154,08-Apr-12,45
CS5154,29-Dec-14,37
CS5154,18-Feb-14,68
CS5154,16-Dec-11,83
CS5154,01-Nov-11,79
CS5154,18-Oct-11,71
CS5154,19-Nov-12,87
CS5154,30-Mar-12,69
CS5154,19-Jan-15,66
CS5155,25-Dec-11,100
CS5155,02-Dec-13,90
CS5155,11-Nov-14,90
CS5155,30-Jun-12,70
CS5155,19-Mar-14,83
CS5155,30-Jun-12,50
CS5155,28-Mar-13,68
CS5155,15-Mar-12,73
CS5155,06-Oct-14,69
CS5155,19-Oct-14,62
CS5155,05-Jul-11,79
CS5155,09-Sep-13,75
CS5155,20-Jul-14,50
CS5155,06-Feb-15,83
CS5155,24-May-12,97
CS5155,09-Sep-12,100
CS5155,08-Feb-13,60
CS5155,05-Jan-15,68
CS5155,01-Apr-14,84
CS5155,29-Jun-11,53
CS5155,10-Feb-12,74
CS5155,12-Jan-12,38
CS5155,07-Aug-14,47
CS5155,02-May-14,92
CS5155,28-Nov-12,39
CS5155,08-Nov-11,44
CS5156,02-Oct-13,58
CS5156,09-Jul-14,101
CS5156,30-Dec-13,61
CS5156,22-May-11,64
CS5156,21-Nov-11,48
CS5156,14-Jul-13,103
CS5156,06-Dec-14,86
CS5156,01-Apr-13,93
CS5156,25-Dec-12,79
CS5156,17-Sep-12,67
CS5156,10-Dec-14,51
CS5156,25-Jan-12,100
CS5156,06-Jun-13,73
CS5156,07-Jan-13,60
CS5156,22-Jun-14,73
CS5156,01-Nov-11,68
CS5157,11-May-13,96
CS5157,11-Dec-14,71
CS5157,26-Jan-15,39
CS5157,08-Aug-11,90
CS5157,12-Jul-11,86
CS5157,17-Jan-12,60
CS5157,09-Oct-13,91
CS5157,01-Jun-12,35
CS5157,01-Jul-12,71
CS5157,06-Jul-12,102
CS5157,04-Mar-12,50
CS5157,16-Sep-14,66
CS5157,21-Dec-13,82
CS5157,02-Feb-13,74
CS5157,02-Dec-11,63
CS5157,28-Jul-14,71
CS5157,08-Dec-11,51
CS5157,22-May-14,97
CS5157,03-Nov-13,60
CS5157,28-Nov-11,41
CS5157,21-Nov-12,42
CS5157,17-Mar-12,35
CS5158,14-Jul-11,68
CS5158,13-Nov-13,74
CS5158,05-Apr-14,61
CS5158,23-Jun-12,66
CS5158,29-Sep-11,65
CS5158,24-Jan-13,78
CS5158,24-Sep-12,64
CS5158,14-May-14,49
CS5158,15-Nov-12,99
CS5158,11-Dec-14,80
CS5158,21-May-14,50
CS5158,07-Mar-12,78
CS5158,18-Mar-14,82
CS5158,08-Nov-13,53
CS5158,10-Sep-14,64
CS5158,26-Sep-13,43
CS5158,10-Dec-13,40
CS5158,27-Jul-13,40
CS5158,30-Dec-11,95
CS5159,06-May-12,89
CS5159,26-Nov-13,75
CS5159,15-Mar-14,77
CS5159,25-May-12,58
CS5159,29-Dec-12,97
CS5159,11-Mar-14,46
CS5159,01-Jun-14,82
CS5159,04-Jul-11,41
CS5159,21-Mar-14,73
CS5159,11-Jun-11,99
CS5159,08-Jun-14,84
CS5159,26-Nov-14,92
CS5159,14-Jun-13,101
CS5159,21-Dec-11,54
CS5159,26-Aug-13,99
CS5159,23-Jan-15,105
CS5159,19-Jan-15,40
CS5159,30-Nov-13,97
CS5159,23-Aug-11,87
CS5159,28-Dec-11,84
CS5159,03-Oct-12,65
CS5159,12-Jul-13,38
CS5159,01-Jan-14,95
CS5159,24-Dec-13,88
CS5159,05-Oct-13,92
CS5159,09-Aug-14,52
CS5159,24-Mar-12,41
CS5159,21-Aug-14,72
CS5160,08-Aug-11,94
CS5160,29-Jan-12,40
CS5160,08-Mar-15,47
CS5160,02-Jun-14,72
